name,address,domain,website,phone_number,category,location,reviews_count,reviews_average,latitude,longitude,email,email_source
Pub Limerick,"Via Laietana, 6, Ciutat Vella, 08003 Barcelona",linktr.ee,https://linktr.ee,,bar,barceloneta,,,41.3846609,2.1575785,,
